Numero animale,Gruppo,Data evento,Tipo,Descrizione,Data uscita,Utente,Data,Tempo,Mese,Anno,Mese Anno,id,count
803,VMS 3,2020-12-29 09:08:35.870,Note,Generale,,User1,2020-12-29,09:08:35.870000,12,2020,2020-12,7463,357
101,VMS 2,2020-12-29 09:08:18.190,Note,Generale,,User1,2020-12-29,09:08:18.190000,12,2020,2020-12,7464,357
530,VMS 1,2020-12-29 09:08:01.787,Note,Generale,2021-06-24 15:45:00.683,User1,2020-12-29,09:08:01.787000,12,2020,2020-12,7465,357
911,VMS 3,2020-12-29 09:03:57.483,Decisione di riforma,Low yield performance,2021-01-05 10:22:43.787,User1,2020-12-29,09:03:57.483000,12,2020,2020-12,7466,357
53,VMS 2,2020-12-29 09:03:26.970,Asciutta,Dry Off,,User1,2020-12-29,09:03:26.970000,12,2020,2020-12,7467,357
53,VMS 2,2020-12-29 09:03:21.457,Cambio gruppo,"2, VMS 2 -> 5, Asciutte",,User1,2020-12-29,09:03:21.457000,12,2020,2020-12,7468,357
53,VMS 2,2020-12-29 09:03:15.720,BCS,"BCS: 4,00 - GDP: 277",,User1,2020-12-29,09:03:15.720000,12,2020,2020-12,7469,357
52,VMS 2,2020-12-29 09:03:05.793,BCS,"BCS: 4,00 - GDP: 277",2021-06-30 11:40:17.893,User1,2020-12-29,09:03:05.793000,12,2020,2020-12,7470,357
52,VMS 2,2020-12-29 09:02:57.923,Asciutta,Dry Off,2021-06-30 11:40:17.893,User1,2020-12-29,09:02:57.923000,12,2020,2020-12,7471,357
52,VMS 2,2020-12-29 09:02:51.867,Cambio gruppo,"2, VMS 2 -> 5, Asciutte",2021-06-30 11:40:17.893,User1,2020-12-29,09:02:51.867000,12,2020,2020-12,7472,357
48,VMS 2,2020-12-29 09:02:45.337,Asciutta,Dry Off,2021-03-04 14:41:36.977,User1,2020-12-29,09:02:45.337000,12,2020,2020-12,7473,357
48,VMS 2,2020-12-29 09:02:39.833,Cambio gruppo,"2, VMS 2 -> 5, Asciutte",2021-03-04 14:41:36.977,User1,2020-12-29,09:02:39.833000,12,2020,2020-12,7474,357
21,VMS 2,2020-12-29 09:02:30.347,Asciutta,Dry Off,2022-05-05 16:05:46.577,User1,2020-12-29,09:02:30.347000,12,2020,2020-12,7475,357
21,VMS 2,2020-12-29 09:02:24.610,Cambio gruppo,"2, VMS 2 -> 5, Asciutte",2022-05-05 16:05:46.577,User1,2020-12-29,09:02:24.610000,12,2020,2020-12,7476,357
12,VMS 2,2020-12-29 09:02:16.610,Asciutta,Dry Off,2021-06-04 15:23:17.230,User1,2020-12-29,09:02:16.610000,12,2020,2020-12,7477,357
12,VMS 2,2020-12-29 09:02:08.497,Cambio gruppo,"2, VMS 2 -> 5, Asciutte",2021-06-04 15:23:17.230,User1,2020-12-29,09:02:08.497000,12,2020,2020-12,7478,357
982,VMS 1,2020-12-29 09:01:57.530,Cambio gruppo,"1, VMS 1 -> 2, VMS 2",2021-01-05 10:23:05.320,User1,2020-12-29,09:01:57.530000,12,2020,2020-12,7479,357
823,VMS 1,2020-12-29 09:01:49.853,Asciutta,Dry Off,2021-03-04 14:41:37.023,User1,2020-12-29,09:01:49.853000,12,2020,2020-12,7480,357
823,VMS 1,2020-12-29 09:01:42.397,Cambio gruppo,"1, VMS 1 -> 24, Da vendere",2021-03-04 14:41:37.023,User1,2020-12-29,09:01:42.397000,12,2020,2020-12,7481,357
107,VMS 2,2020-12-29 00:00:00.000,Parto,Normale; 626217,,FRANCESCO,2020-12-29,00:00:00,12,2020,2020-12,7482,357
626217,Vitelli,2020-12-29 00:00:00.000,Ingresso,Nascita,,User1,2020-12-29,00:00:00,12,2020,2020-12,7483,357
921,Asciutte,2020-12-28 16:34:13.750,Decisione di riforma,Problemi di fertilità,2021-03-04 14:41:37.057,User1,2020-12-28,16:34:13.750000,12,2020,2020-12,7484,357
441,Asciutte,2020-12-28 16:26:30.920,Decisione di riforma,Altro,2020-07-03 23:59:00.000,User1,2020-12-28,16:26:30.920000,12,2020,2020-12,7485,357
730,VMS 3,2020-12-28 13:49:55.417,BCS,"BCS: 3,75 - GDP: 12",,User1,2020-12-28,13:49:55.417000,12,2020,2020-12,7486,357
730,VMS 3,2020-12-28 13:47:52.133,Note,Generale,,User1,2020-12-28,13:47:52.133000,12,2020,2020-12,7487,357
818,VMS 1,2020-12-28 13:47:34.323,Diagnosi/trattamento,Dns: Sangue nel latte; Posizione: PS; Trt: ; Fmc: ,,User1,2020-12-28,13:47:34.323000,12,2020,2020-12,7488,357
98,Parco 6,2020-12-28 07:59:58.320,Cambio ID,409755 -> 98,2021-11-16 15:50:13.100,User1,2020-12-28,07:59:58.320000,12,2020,2020-12,7489,357
98,Parco 6,2020-12-28 07:59:58.320,Cambio ID del transponder, -> 8169,2021-11-16 15:50:13.100,,2020-12-28,07:59:58.320000,12,2020,2020-12,7490,357
803,Parco 6,2020-12-28 07:58:50.390,Cambio gruppo,"26, Parco 6 -> 3, VMS 3",,User1,2020-12-28,07:58:50.390000,12,2020,2020-12,7491,357
98,Parco 6,2020-12-28 07:54:29.600,Cambio gruppo,"26, Parco 6 -> 3, VMS 3",2021-11-16 15:50:13.100,User1,2020-12-28,07:54:29.600000,12,2020,2020-12,7492,357
98,Parco 6,2020-12-28 00:00:00.000,Parto,Normale; 626218,2021-11-16 15:50:13.100,FRANCESCO,2020-12-28,00:00:00,12,2020,2020-12,7493,357
103,VMS 2,2020-12-28 00:00:00.000,Parto,Normale,,User1,2020-12-28,00:00:00,12,2020,2020-12,7494,357
803,Parco 6,2020-12-28 00:00:00.000,Parto,Normale,,FRANCESCO,2020-12-28,00:00:00,12,2020,2020-12,7495,357
626218,Vitelli,2020-12-28 00:00:00.000,Ingresso,Nascita,,User1,2020-12-28,00:00:00,12,2020,2020-12,7496,357
913,VMS 3,2020-12-27 17:17:41.377,Note,Generale,2021-11-16 15:50:13.177,User1,2020-12-27,17:17:41.377000,12,2020,2020-12,7497,357
643,VMS 4,2020-12-27 16:59:00.663,Decisione di riforma,Mastite,2022-01-19 09:47:49.263,User1,2020-12-27,16:59:00.663000,12,2020,2020-12,7498,357
576,VMS 3,2020-12-27 16:55:38.880,Decisione di riforma,Altro,2021-01-05 10:22:32.023,User1,2020-12-27,16:55:38.880000,12,2020,2020-12,7499,357
101,VMS 2,2020-12-27 00:00:00.000,Parto,Normale,,FRANCESCO,2020-12-27,00:00:00,12,2020,2020-12,7500,357
821,Parco 6,2020-12-26 07:36:42.637,Cambio gruppo,"26, Parco 6 -> 4, VMS 4",,User1,2020-12-26,07:36:42.637000,12,2020,2020-12,7501,357
643,Parco 6,2020-12-26 07:34:52.530,Cambio gruppo,"26, Parco 6 -> 4, VMS 4",2022-01-19 09:47:49.263,User1,2020-12-26,07:34:52.530000,12,2020,2020-12,7502,357
407,Parco 6,2020-12-26 07:33:52.450,Cambio gruppo,"26, Parco 6 -> 4, VMS 4",2022-01-19 09:47:20.560,User1,2020-12-26,07:33:52.450000,12,2020,2020-12,7503,357
407,Parco 6,2020-12-26 00:00:00.000,Parto,Normale,2022-01-19 09:47:20.560,User1,2020-12-26,00:00:00,12,2020,2020-12,7504,357
643,Parco 6,2020-12-26 00:00:00.000,Parto,Normale,2022-01-19 09:47:49.263,User1,2020-12-26,00:00:00,12,2020,2020-12,7505,357
821,Parco 6,2020-12-26 00:00:00.000,Parto,Normale; 626221,,User1,2020-12-26,00:00:00,12,2020,2020-12,7506,357
626221,Vitelli,2020-12-26 00:00:00.000,Ingresso,Nascita,,User1,2020-12-26,00:00:00,12,2020,2020-12,7507,357
667008,Vitelli,2020-12-26 00:00:00.000,Ingresso,Nascita,,User1,2020-12-26,00:00:00,12,2020,2020-12,7508,357
101,VMS 2,2020-12-25 22:30:11.423,Cambio ID del transponder,7894 -> 7849,,,2020-12-25,22:30:11.423000,12,2020,2020-12,7509,357
667000,Vitelli,2020-12-25 00:00:00.000,Ingresso,Nascita,,User1,2020-12-25,00:00:00,12,2020,2020-12,7510,357
852,VMS 2,2020-12-24 10:35:10.077,Cambio gruppo,"2, VMS 2 -> 5, Asciutte",2021-03-04 14:41:37.040,User1,2020-12-24,10:35:10.077000,12,2020,2020-12,7511,357
852,VMS 2,2020-12-24 10:35:01.343,Asciutta,Dry Off,2021-03-04 14:41:37.040,User1,2020-12-24,10:35:01.343000,12,2020,2020-12,7512,357
26,VMS 1,2020-12-24 10:15:40.183,Cambio gruppo,"1, VMS 1 -> 5, Asciutte",,User1,2020-12-24,10:15:40.183000,12,2020,2020-12,7513,357
26,VMS 1,2020-12-24 10:15:36.887,Asciutta,Dry Off,,User1,2020-12-24,10:15:36.887000,12,2020,2020-12,7514,357
62,VMS 1,2020-12-24 10:15:25.010,Cambio gruppo,"1, VMS 1 -> 5, Asciutte",,User1,2020-12-24,10:15:25.010000,12,2020,2020-12,7515,357
62,VMS 1,2020-12-24 10:15:22.040,Asciutta,Dry Off,,User1,2020-12-24,10:15:22.040000,12,2020,2020-12,7516,357
5,VMS 2,2020-12-24 10:14:27.853,Cambio gruppo,"2, VMS 2 -> 5, Asciutte",2021-06-24 15:45:00.653,User1,2020-12-24,10:14:27.853000,12,2020,2020-12,7517,357
5,VMS 2,2020-12-24 10:14:24.400,Asciutta,Dry Off,2021-06-24 15:45:00.653,User1,2020-12-24,10:14:24.400000,12,2020,2020-12,7518,357
32,VMS 2,2020-12-24 10:14:13.180,Asciutta,Dry Off,,User1,2020-12-24,10:14:13.180000,12,2020,2020-12,7519,357
32,VMS 2,2020-12-24 10:14:06.633,Cambio gruppo,"2, VMS 2 -> 5, Asciutte",,User1,2020-12-24,10:14:06.633000,12,2020,2020-12,7520,357
58,VMS 3,2020-12-24 10:13:50.273,Asciutta,Dry Off,2021-06-04 15:23:17.247,User1,2020-12-24,10:13:50.273000,12,2020,2020-12,7521,357
58,VMS 3,2020-12-24 10:13:43.960,Cambio gruppo,"3, VMS 3 -> 5, Asciutte",2021-06-04 15:23:17.247,User1,2020-12-24,10:13:43.960000,12,2020,2020-12,7522,357
644,VMS 4,2020-12-24 10:13:29.803,Asciutta,Dry Off,,User1,2020-12-24,10:13:29.803000,12,2020,2020-12,7523,357
644,VMS 4,2020-12-24 10:13:23.413,Cambio gruppo,"4, VMS 4 -> 5, Asciutte",,User1,2020-12-24,10:13:23.413000,12,2020,2020-12,7524,357
904,VMS 4,2020-12-24 10:13:01.477,Cambio gruppo,"4, VMS 4 -> 5, Asciutte",2021-03-04 14:41:37.057,User1,2020-12-24,10:13:01.477000,12,2020,2020-12,7525,357
904,VMS 4,2020-12-24 10:12:54.993,Asciutta,Dry Off,2021-03-04 14:41:37.057,User1,2020-12-24,10:12:54.993000,12,2020,2020-12,7526,357
905,VMS 4,2020-12-24 10:12:35.663,Cambio gruppo,"4, VMS 4 -> 5, Asciutte",2021-09-15 22:37:04.723,User1,2020-12-24,10:12:35.663000,12,2020,2020-12,7527,357
905,VMS 4,2020-12-24 10:12:33.243,Asciutta,Dry Off,2021-09-15 22:37:04.723,User1,2020-12-24,10:12:33.243000,12,2020,2020-12,7528,357
917,Parco 6,2020-12-24 06:25:24.270,Cambio gruppo,"26, Parco 6 -> 4, VMS 4",,User1,2020-12-24,06:25:24.270000,12,2020,2020-12,7529,357
917,Parco 6,2020-12-24 00:00:00.000,Parto,Normale,,FRANCESCO,2020-12-24,00:00:00,12,2020,2020-12,7530,357
904,VMS 4,2020-12-23 19:22:33.233,Decisione di riforma,Low yield performance,2021-03-04 14:41:37.057,Nicola,2020-12-23,19:22:33.233000,12,2020,2020-12,7531,357
852,VMS 2,2020-12-23 19:17:06.637,Decisione di riforma,Low yield performance,2021-03-04 14:41:37.040,User1,2020-12-23,19:17:06.637000,12,2020,2020-12,7532,357
104,VMS 2,2020-12-23 00:00:00.000,Parto,Normale,,User1,2020-12-23,00:00:00,12,2020,2020-12,7533,357
864,VMS 4,2020-12-22 21:17:32.193,Note,Generale,,User1,2020-12-22,21:17:32.193000,12,2020,2020-12,7534,357
864,VMS 4,2020-12-22 21:17:11.207,BCS,"BCS: 3,75 - GDP: 15",,User1,2020-12-22,21:17:11.207000,12,2020,2020-12,7535,357
637,VMS 4,2020-12-22 21:17:02.803,BCS,"BCS: 3,50 - GDP: 10",,User1,2020-12-22,21:17:02.803000,12,2020,2020-12,7536,357
612,VMS 3,2020-12-22 21:16:28.350,Note,Generale,,User1,2020-12-22,21:16:28.350000,12,2020,2020-12,7537,357
982,VMS 1,2020-12-22 21:15:27.910,Note,Generale,2021-01-05 10:23:05.320,User1,2020-12-22,21:15:27.910000,12,2020,2020-12,7538,357
931,VMS 1,2020-12-22 21:15:16.333,Note,Generale,,User1,2020-12-22,21:15:16.333000,12,2020,2020-12,7539,357
913,VMS 3,2020-12-22 21:10:43.213,BCS,"BCS: 3,75 - GDP: 14",2021-11-16 15:50:13.177,User1,2020-12-22,21:10:43.213000,12,2020,2020-12,7540,357
612,VMS 3,2020-12-22 21:10:26.950,BCS,"BCS: 3,50 - GDP: 11",,User1,2020-12-22,21:10:26.950000,12,2020,2020-12,7541,357
947,VMS 3,2020-12-21 17:02:10.603,Asciutta,Dry Off,2021-04-01 14:47:48.293,User1,2020-12-21,17:02:10.603000,12,2020,2020-12,7542,357
468,VMS 4,2020-12-21 15:23:57.390,BCS,"BCS: 4,00 - GDP: 261",2021-04-01 14:47:48.293,User1,2020-12-21,15:23:57.390000,12,2020,2020-12,7543,357
284,VMS 4,2020-12-21 15:23:44.047,BCS,"BCS: 4,00 - GDP: 222",2021-03-04 14:41:37.010,User1,2020-12-21,15:23:44.047000,12,2020,2020-12,7544,357
947,VMS 3,2020-12-21 15:23:29.863,BCS,"BCS: 3,75 - GDP: 244",2021-04-01 14:47:48.293,User1,2020-12-21,15:23:29.863000,12,2020,2020-12,7545,357
59,VMS 3,2020-12-21 15:23:17.087,BCS,"BCS: 3,50 - GDP: 261",,User1,2020-12-21,15:23:17.087000,12,2020,2020-12,7546,357
541,VMS 2,2020-12-21 15:23:06.553,BCS,"BCS: 4,00 - GDP: 260",,User1,2020-12-21,15:23:06.553000,12,2020,2020-12,7547,357
534,VMS 2,2020-12-21 15:22:08.057,BCS,"BCS: 3,75 - GDP: 255",,User1,2020-12-21,15:22:08.057000,12,2020,2020-12,7548,357
983,VMS 1,2020-12-21 15:18:19.130,Note,Generale,,User1,2020-12-21,15:18:19.130000,12,2020,2020-12,7549,357
936,VMS 1,2020-12-21 15:18:03.067,Note,Generale,2021-11-16 15:50:13.177,User1,2020-12-21,15:18:03.067000,12,2020,2020-12,7550,357
120,Giovenche,2020-12-21 15:10:51.190,Cambio ID del transponder, -> 5403,2022-04-28 17:07:01.467,,2020-12-21,15:10:51.190000,12,2020,2020-12,7551,357
119,Giovenche,2020-12-21 15:10:45.070,Cambio ID del transponder, -> 3853,2021-11-16 15:50:13.113,,2020-12-21,15:10:45.070000,12,2020,2020-12,7552,357
117,Giovenche,2020-12-21 15:10:38.463,Cambio ID del transponder, -> 10553,,,2020-12-21,15:10:38.463000,12,2020,2020-12,7553,357
116,Giovenche,2020-12-21 15:10:30.830,Cambio ID del transponder, -> 3968,,,2020-12-21,15:10:30.830000,12,2020,2020-12,7554,357
115,Giovenche,2020-12-21 15:10:24.853,Cambio ID del transponder, -> 3407,,,2020-12-21,15:10:24.853000,12,2020,2020-12,7555,357
113,Giovenche,2020-12-21 15:10:19.147,Cambio ID del transponder, -> 6391,,,2020-12-21,15:10:19.147000,12,2020,2020-12,7556,357
111,Giovenche,2020-12-21 15:10:12.200,Cambio ID del transponder, -> 3523,,,2020-12-21,15:10:12.200000,12,2020,2020-12,7557,357
110,Giovenche,2020-12-21 15:10:06.150,Cambio ID del transponder, -> 6506,,,2020-12-21,15:10:06.150000,12,2020,2020-12,7558,357
109,Giovenche,2020-12-21 15:10:00.513,Cambio ID del transponder, -> 3789,,,2020-12-21,15:10:00.513000,12,2020,2020-12,7559,357
108,Giovenche,2020-12-21 15:09:53.883,Cambio ID del transponder, -> 4096,,,2020-12-21,15:09:53.883000,12,2020,2020-12,7560,357
107,Giovenche,2020-12-21 15:09:46.823,Cambio ID del transponder, -> 6903,,,2020-12-21,15:09:46.823000,12,2020,2020-12,7561,357
105,Giovenche,2020-12-21 15:09:38.120,Cambio ID del transponder, -> 6384,2021-01-04 13:47:39.670,,2020-12-21,15:09:38.120000,12,2020,2020-12,7562,357
120,Giovenche,2020-12-21 15:09:12.487,Cambio ID,558603 -> 120,2022-04-28 17:07:01.467,User1,2020-12-21,15:09:12.487000,12,2020,2020-12,7563,357
119,Giovenche,2020-12-21 15:08:56.040,Cambio ID,558592 -> 119,2021-11-16 15:50:13.113,User1,2020-12-21,15:08:56.040000,12,2020,2020-12,7564,357
117,Giovenche,2020-12-21 15:08:42.943,Cambio ID,558587 -> 117,,User1,2020-12-21,15:08:42.943000,12,2020,2020-12,7565,357
116,Giovenche,2020-12-21 15:08:30.720,Cambio ID,558584 -> 116,,User1,2020-12-21,15:08:30.720000,12,2020,2020-12,7566,357
117,Giovenche,2020-12-21 15:08:20.890,Cambio gruppo,"22, Giovenche -> 2, VMS 2",,User1,2020-12-21,15:08:20.890000,12,2020,2020-12,7567,357
119,Giovenche,2020-12-21 15:08:20.890,Cambio gruppo,"22, Giovenche -> 2, VMS 2",2021-11-16 15:50:13.113,User1,2020-12-21,15:08:20.890000,12,2020,2020-12,7568,357
120,Giovenche,2020-12-21 15:08:20.890,Cambio gruppo,"22, Giovenche -> 2, VMS 2",2022-04-28 17:07:01.467,User1,2020-12-21,15:08:20.890000,12,2020,2020-12,7569,357
109,Giovenche,2020-12-21 15:08:20.873,Cambio gruppo,"22, Giovenche -> 2, VMS 2",,User1,2020-12-21,15:08:20.873000,12,2020,2020-12,7570,357
110,Giovenche,2020-12-21 15:08:20.873,Cambio gruppo,"22, Giovenche -> 2, VMS 2",,User1,2020-12-21,15:08:20.873000,12,2020,2020-12,7571,357
111,Giovenche,2020-12-21 15:08:20.873,Cambio gruppo,"22, Giovenche -> 2, VMS 2",,User1,2020-12-21,15:08:20.873000,12,2020,2020-12,7572,357
113,Giovenche,2020-12-21 15:08:20.873,Cambio gruppo,"22, Giovenche -> 2, VMS 2",,User1,2020-12-21,15:08:20.873000,12,2020,2020-12,7573,357
115,Giovenche,2020-12-21 15:08:20.873,Cambio gruppo,"22, Giovenche -> 2, VMS 2",,User1,2020-12-21,15:08:20.873000,12,2020,2020-12,7574,357
116,Giovenche,2020-12-21 15:08:20.873,Cambio gruppo,"22, Giovenche -> 2, VMS 2",,User1,2020-12-21,15:08:20.873000,12,2020,2020-12,7575,357
108,Giovenche,2020-12-21 15:08:20.857,Cambio gruppo,"22, Giovenche -> 2, VMS 2",,User1,2020-12-21,15:08:20.857000,12,2020,2020-12,7576,357
105,Giovenche,2020-12-21 15:08:20.843,Cambio gruppo,"22, Giovenche -> 2, VMS 2",2021-01-04 13:47:39.670,User1,2020-12-21,15:08:20.843000,12,2020,2020-12,7577,357
107,Giovenche,2020-12-21 15:08:20.843,Cambio gruppo,"22, Giovenche -> 2, VMS 2",,User1,2020-12-21,15:08:20.843000,12,2020,2020-12,7578,357
115,Giovenche,2020-12-21 15:08:17.223,Cambio ID,558581 -> 115,,User1,2020-12-21,15:08:17.223000,12,2020,2020-12,7579,357
113,Giovenche,2020-12-21 15:08:03.160,Cambio ID,558572 -> 113,,User1,2020-12-21,15:08:03.160000,12,2020,2020-12,7580,357
111,Giovenche,2020-12-21 15:07:48.873,Cambio ID,558561 -> 111,,User1,2020-12-21,15:07:48.873000,12,2020,2020-12,7581,357
110,Giovenche,2020-12-21 15:07:28.547,Cambio ID,472540 -> 110,,User1,2020-12-21,15:07:28.547000,12,2020,2020-12,7582,357
109,Giovenche,2020-12-21 15:07:15.113,Cambio ID,472538 -> 109,,User1,2020-12-21,15:07:15.113000,12,2020,2020-12,7583,357
108,Giovenche,2020-12-21 15:07:04.403,Cambio ID,472534 -> 108,,User1,2020-12-21,15:07:04.403000,12,2020,2020-12,7584,357
107,Giovenche,2020-12-21 15:06:53.027,Cambio ID,472526 -> 107,,User1,2020-12-21,15:06:53.027000,12,2020,2020-12,7585,357
105,Giovenche,2020-12-21 15:06:39.457,Cambio ID,472522 -> 105,2021-01-04 13:47:39.670,User1,2020-12-21,15:06:39.457000,12,2020,2020-12,7586,357
104,Giovenche,2020-12-21 15:05:47.883,Cambio ID,472520 -> 104,,User1,2020-12-21,15:05:47.883000,12,2020,2020-12,7587,357
104,Giovenche,2020-12-21 15:05:47.883,Cambio ID del transponder, -> 3461,,,2020-12-21,15:05:47.883000,12,2020,2020-12,7588,357
103,Giovenche,2020-12-21 15:04:36.180,Cambio ID,472518 -> 103,,User1,2020-12-21,15:04:36.180000,12,2020,2020-12,7589,357
103,Giovenche,2020-12-21 15:04:36.180,Cambio ID del transponder, -> 5907,,,2020-12-21,15:04:36.180000,12,2020,2020-12,7590,357
102,Giovenche,2020-12-21 15:03:48.127,Cambio ID,472517 -> 102,2021-11-16 15:50:13.100,User1,2020-12-21,15:03:48.127000,12,2020,2020-12,7591,357
102,Giovenche,2020-12-21 15:03:48.127,Cambio ID del transponder, -> 9930,2021-11-16 15:50:13.100,,2020-12-21,15:03:48.127000,12,2020,2020-12,7592,357
101,Giovenche,2020-12-21 15:02:53.433,Cambio ID,472504 -> 101,,User1,2020-12-21,15:02:53.433000,12,2020,2020-12,7593,357
101,Giovenche,2020-12-21 15:02:53.433,Cambio ID del transponder, -> 7894,,,2020-12-21,15:02:53.433000,12,2020,2020-12,7594,357
100,Giovenche,2020-12-21 15:02:13.453,Cambio ID,472499 -> 100,,User1,2020-12-21,15:02:13.453000,12,2020,2020-12,7595,357
100,Giovenche,2020-12-21 15:02:13.453,Cambio ID del transponder, -> 2902,,,2020-12-21,15:02:13.453000,12,2020,2020-12,7596,357
99,Giovenche,2020-12-21 15:01:09.640,Cambio ID del transponder, -> 4379,,,2020-12-21,15:01:09.640000,12,2020,2020-12,7597,357
99,Giovenche,2020-12-21 15:01:01.667,Cambio ID,472497 -> 99,,User1,2020-12-21,15:01:01.667000,12,2020,2020-12,7598,357
104,Giovenche,2020-12-21 15:00:52.330,Cambio gruppo,"22, Giovenche -> 2, VMS 2",,User1,2020-12-21,15:00:52.330000,12,2020,2020-12,7599,357
97,Giovenche,2020-12-21 15:00:16.360,Cambio ID,472488 -> 97,,User1,2020-12-21,15:00:16.360000,12,2020,2020-12,7600,357
97,Giovenche,2020-12-21 15:00:16.360,Cambio ID del transponder, -> 5607,,,2020-12-21,15:00:16.360000,12,2020,2020-12,7601,357
103,Giovenche,2020-12-21 14:59:56.760,Cambio gruppo,"22, Giovenche -> 2, VMS 2",,User1,2020-12-21,14:59:56.760000,12,2020,2020-12,7602,357
102,Giovenche,2020-12-21 14:58:16.330,Cambio gruppo,"22, Giovenche -> 2, VMS 2",2021-11-16 15:50:13.100,User1,2020-12-21,14:58:16.330000,12,2020,2020-12,7603,357
95,Giovenche,2020-12-21 14:58:04.307,Cambio ID,472431 -> 95,,User1,2020-12-21,14:58:04.307000,12,2020,2020-12,7604,357
95,Giovenche,2020-12-21 14:58:04.307,Cambio ID del transponder, -> 5620,,,2020-12-21,14:58:04.307000,12,2020,2020-12,7605,357
101,Giovenche,2020-12-21 14:57:36.753,Cambio gruppo,"22, Giovenche -> 2, VMS 2",,User1,2020-12-21,14:57:36.753000,12,2020,2020-12,7606,357
100,Giovenche,2020-12-21 14:56:58.123,Cambio gruppo,"22, Giovenche -> 2, VMS 2",,User1,2020-12-21,14:56:58.123000,12,2020,2020-12,7607,357
99,Giovenche,2020-12-21 14:56:25.967,Cambio gruppo,"22, Giovenche -> 2, VMS 2",,User1,2020-12-21,14:56:25.967000,12,2020,2020-12,7608,357
97,Giovenche,2020-12-21 14:55:26.763,Cambio gruppo,"22, Giovenche -> 2, VMS 2",,User1,2020-12-21,14:55:26.763000,12,2020,2020-12,7609,357
96,Giovenche,2020-12-21 14:53:56.433,Cambio gruppo,"22, Giovenche -> 2, VMS 2",2021-11-16 15:50:13.100,User1,2020-12-21,14:53:56.433000,12,2020,2020-12,7610,357
95,Giovenche,2020-12-21 14:53:08.743,Cambio gruppo,"22, Giovenche -> 2, VMS 2",,User1,2020-12-21,14:53:08.743000,12,2020,2020-12,7611,357
59,VMS 3,2020-12-21 09:32:29.133,Asciutta,Dry Off,,User1,2020-12-21,09:32:29.133000,12,2020,2020-12,7612,357
59,VMS 3,2020-12-21 09:32:21.857,Cambio gruppo,"3, VMS 3 -> 5, Asciutte",,User1,2020-12-21,09:32:21.857000,12,2020,2020-12,7613,357
947,VMS 3,2020-12-21 09:32:08.320,Cambio gruppo,"3, VMS 3 -> 5, Asciutte",2021-04-01 14:47:48.293,User1,2020-12-21,09:32:08.320000,12,2020,2020-12,7614,357
541,VMS 2,2020-12-21 09:31:55.947,Asciutta,Dry Off,,User1,2020-12-21,09:31:55.947000,12,2020,2020-12,7615,357
541,VMS 2,2020-12-21 09:31:50.570,Cambio gruppo,"2, VMS 2 -> 5, Asciutte",,User1,2020-12-21,09:31:50.570000,12,2020,2020-12,7616,357
534,VMS 2,2020-12-21 09:31:40.657,Asciutta,Dry Off,,User1,2020-12-21,09:31:40.657000,12,2020,2020-12,7617,357
534,VMS 2,2020-12-21 09:31:34.403,Cambio gruppo,"2, VMS 2 -> 5, Asciutte",,User1,2020-12-21,09:31:34.403000,12,2020,2020-12,7618,357
284,VMS 4,2020-12-21 09:31:10.823,Asciutta,Dry Off,2021-03-04 14:41:37.010,User1,2020-12-21,09:31:10.823000,12,2020,2020-12,7619,357
284,VMS 4,2020-12-21 09:31:03.840,Cambio gruppo,"4, VMS 4 -> 5, Asciutte",2021-03-04 14:41:37.010,User1,2020-12-21,09:31:03.840000,12,2020,2020-12,7620,357
468,VMS 4,2020-12-21 09:30:33.493,Asciutta,Dry Off,2021-04-01 14:47:48.293,User1,2020-12-21,09:30:33.493000,12,2020,2020-12,7621,357
468,VMS 4,2020-12-21 09:30:26.010,Cambio gruppo,"4, VMS 4 -> 5, Asciutte",2021-04-01 14:47:48.293,User1,2020-12-21,09:30:26.010000,12,2020,2020-12,7622,357
611,VMS 4,2020-12-20 17:18:13.417,BCS,"BCS: 3,25 - GDP: 13",,User1,2020-12-20,17:18:13.417000,12,2020,2020-12,7623,357
611,VMS 4,2020-12-20 17:18:03.017,Note,Generale,,User1,2020-12-20,17:18:03.017000,12,2020,2020-12,7624,357
816,VMS 1,2020-12-20 16:49:06.137,Note,Generale,,User1,2020-12-20,16:49:06.137000,12,2020,2020-12,7625,357
816,VMS 1,2020-12-20 16:49:01.037,BCS,"BCS: 3,50 - GDP: 19",,User1,2020-12-20,16:49:01.037000,12,2020,2020-12,7626,357
809,VMS 1,2020-12-20 16:48:43.330,Note,Generale,,User1,2020-12-20,16:48:43.330000,12,2020,2020-12,7627,357
809,VMS 1,2020-12-20 16:48:32.690,BCS,"BCS: 3,50 - GDP: 15",,User1,2020-12-20,16:48:32.690000,12,2020,2020-12,7628,357
539,VMS 1,2020-12-20 16:48:06.897,Note,Generale,,User1,2020-12-20,16:48:06.897000,12,2020,2020-12,7629,357
530,VMS 1,2020-12-20 16:47:27.547,Note,Generale,2021-06-24 15:45:00.683,User1,2020-12-20,16:47:27.547000,12,2020,2020-12,7630,357
530,VMS 1,2020-12-20 16:47:10.120,BCS,"BCS: 3,00 - GDP: 15",2021-06-24 15:45:00.683,User1,2020-12-20,16:47:10.120000,12,2020,2020-12,7631,357
857,VMS 3,2020-12-20 00:00:00.000,Controllo gravidanza,+,2021-04-01 14:44:41.973,User1,2020-12-20,00:00:00,12,2020,2020-12,7632,357
