Numero animale,Gruppo,Data evento,Tipo,Descrizione,Data uscita,Utente,Data,Tempo,Mese,Anno,Mese Anno,id,count
979,Parco 5,2022-05-21 07:56:01.447,Cambio gruppo,"25, Parco 5 -> 1, VMS 1",,Nicola,2022-05-21,07:56:01.447000,5,2022,2022-05,0,223
979,Parco 5,2022-05-21 00:00:00.000,Parto,Normale,,Nicola,2022-05-21,00:00:00,5,2022,2022-05,1,223
612,VMS 4,2022-05-20 10:42:17.300,Note,Generale,,Nicola,2022-05-20,10:42:17.300000,5,2022,2022-05,2,223
108,VMS 1,2022-05-20 08:50:55.013,Note,Generale,,Nicola,2022-05-20,08:50:55.013000,5,2022,2022-05,3,223
53,Parco 5,2022-05-20 08:05:05.533,Cambio gruppo,"25, Parco 5 -> 1, VMS 1",,Nicola,2022-05-20,08:05:05.533000,5,2022,2022-05,4,223
9,VMS 1,2022-05-20 00:00:00.000,Diagnosi/trattamento,Dns: Follicolo sinistro; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-20,00:00:00,5,2022,2022-05,5,223
53,Parco 5,2022-05-20 00:00:00.000,Parto,Normale,,Nicola,2022-05-20,00:00:00,5,2022,2022-05,6,223
62,VMS 1,2022-05-20 00:00:00.000,Diagnosi/trattamento,Dns: Cisti del corpo luteo destra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-20,00:00:00,5,2022,2022-05,7,223
70,VMS 3,2022-05-20 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-20,00:00:00,5,2022,2022-05,8,223
99,VMS 3,2022-05-20 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-20,00:00:00,5,2022,2022-05,9,223
105,VMS 4,2022-05-20 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-20,00:00:00,5,2022,2022-05,10,223
123,VMS 3,2022-05-20 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-20,00:00:00,5,2022,2022-05,11,223
126,VMS 3,2022-05-20 00:00:00.000,Controllo gravidanza,-,,Nicola,2022-05-20,00:00:00,5,2022,2022-05,12,223
213,VMS 2,2022-05-20 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-20,00:00:00,5,2022,2022-05,13,223
214,VMS 2,2022-05-20 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-20,00:00:00,5,2022,2022-05,14,223
215,VMS 2,2022-05-20 00:00:00.000,Controllo gravidanza,-,,Nicola,2022-05-20,00:00:00,5,2022,2022-05,15,223
216,VMS 2,2022-05-20 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-20,00:00:00,5,2022,2022-05,16,223
217,VMS 2,2022-05-20 00:00:00.000,Controllo gravidanza,-,,Nicola,2022-05-20,00:00:00,5,2022,2022-05,17,223
219,VMS 2,2022-05-20 00:00:00.000,Controllo gravidanza,-,,Nicola,2022-05-20,00:00:00,5,2022,2022-05,18,223
661,VMS 4,2022-05-20 00:00:00.000,Diagnosi/trattamento,Dns: Follicolo destro; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-20,00:00:00,5,2022,2022-05,19,223
728,VMS 4,2022-05-20 00:00:00.000,Diagnosi/trattamento,Dns: Follicolo sinistro; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-20,00:00:00,5,2022,2022-05,20,223
864,VMS 4,2022-05-20 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-20,00:00:00,5,2022,2022-05,21,223
901,VMS 4,2022-05-20 00:00:00.000,Diagnosi/trattamento,Dns: Calore secondo il veterinario; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-20,00:00:00,5,2022,2022-05,22,223
914,VMS 1,2022-05-20 00:00:00.000,Diagnosi/trattamento,Dns: Calore secondo il veterinario; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-20,00:00:00,5,2022,2022-05,23,223
174,Parco 5,2022-05-19 15:11:32.297,Cambio gruppo,"25, Parco 5 -> 3, VMS 3",,Nicola,2022-05-19,15:11:32.297000,5,2022,2022-05,24,223
538,VMS 1,2022-05-19 14:14:18.187,Cambio gruppo,"1, VMS 1 -> 2, VMS 2",,Nicola,2022-05-19,14:14:18.187000,5,2022,2022-05,25,223
223,VMS 3,2022-05-19 10:34:33.080,Note,Generale,,Nicola,2022-05-19,10:34:33.080000,5,2022,2022-05,26,223
222,VMS 3,2022-05-19 10:34:22.987,Note,Generale,,Nicola,2022-05-19,10:34:22.987000,5,2022,2022-05,27,223
221,VMS 3,2022-05-19 10:34:13.003,Note,Generale,,Nicola,2022-05-19,10:34:13.003000,5,2022,2022-05,28,223
125,VMS 3,2022-05-19 10:34:02.553,Note,Generale,,Nicola,2022-05-19,10:34:02.553000,5,2022,2022-05,29,223
226,VMS 2,2022-05-19 10:33:49.650,Note,Generale,,Nicola,2022-05-19,10:33:49.650000,5,2022,2022-05,30,223
225,VMS 2,2022-05-19 10:33:39.013,Note,Generale,,Nicola,2022-05-19,10:33:39.013000,5,2022,2022-05,31,223
228,VMS 2,2022-05-19 10:33:26.833,Note,Generale,,Nicola,2022-05-19,10:33:26.833000,5,2022,2022-05,32,223
220,VMS 2,2022-05-19 10:33:16.000,Note,Generale,,Nicola,2022-05-19,10:33:16,5,2022,2022-05,33,223
224,VMS 2,2022-05-19 10:33:05.593,Note,Generale,,Nicola,2022-05-19,10:33:05.593000,5,2022,2022-05,34,223
227,VMS 2,2022-05-19 10:32:33.930,Note,Generale,,Nicola,2022-05-19,10:32:33.930000,5,2022,2022-05,35,223
60,VMS 4,2022-05-19 00:00:00.000,Diagnosi/trattamento,Dns: Follicolo sinistro; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-19,00:00:00,5,2022,2022-05,36,223
91,VMS 1,2022-05-19 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-19,00:00:00,5,2022,2022-05,37,223
151,VMS 4,2022-05-19 00:00:00.000,Diagnosi/trattamento,Dns: Follicolo sinistro; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-19,00:00:00,5,2022,2022-05,38,223
174,Parco 5,2022-05-19 00:00:00.000,Parto,Normale,,Nicola,2022-05-19,00:00:00,5,2022,2022-05,39,223
440,VMS 4,2022-05-19 00:00:00.000,Diagnosi/trattamento,Dns: Follicolo sinistro; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-19,00:00:00,5,2022,2022-05,40,223
563,VMS 4,2022-05-19 00:00:00.000,Diagnosi/trattamento,Dns: Corpo luteo destra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-19,00:00:00,5,2022,2022-05,41,223
811,VMS 1,2022-05-19 00:00:00.000,Diagnosi/trattamento,Dns: Calore secondo il veterinario; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-19,00:00:00,5,2022,2022-05,42,223
821,VMS 1,2022-05-19 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-19,00:00:00,5,2022,2022-05,43,223
959,VMS 1,2022-05-19 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-19,00:00:00,5,2022,2022-05,44,223
191,VMS 2,2022-05-17 16:16:09.573,Note,Generale,,Nicola,2022-05-17,16:16:09.573000,5,2022,2022-05,45,223
185,VMS 2,2022-05-17 16:15:39.947,Note,Generale,,Nicola,2022-05-17,16:15:39.947000,5,2022,2022-05,46,223
62,VMS 1,2022-05-17 16:15:22.477,Note,Generale,,Nicola,2022-05-17,16:15:22.477000,5,2022,2022-05,47,223
644,VMS 1,2022-05-17 16:15:06.087,Note,Generale,,Nicola,2022-05-17,16:15:06.087000,5,2022,2022-05,48,223
250,VMS 3,2022-05-17 16:14:48.710,Note,Generale,,Nicola,2022-05-17,16:14:48.710000,5,2022,2022-05,49,223
9,VMS 1,2022-05-17 16:14:29.860,Note,Riproduzione,,Nicola,2022-05-17,16:14:29.860000,5,2022,2022-05,50,223
105,VMS 4,2022-05-17 16:14:15.703,Note,Generale,,Nicola,2022-05-17,16:14:15.703000,5,2022,2022-05,51,223
194,VMS 2,2022-05-17 16:14:00.623,Note,Generale,,Nicola,2022-05-17,16:14:00.623000,5,2022,2022-05,52,223
135,VMS 3,2022-05-17 16:13:44.680,Note,Generale,,Nicola,2022-05-17,16:13:44.680000,5,2022,2022-05,53,223
182,VMS 3,2022-05-17 16:13:32.483,Note,Generale,,Nicola,2022-05-17,16:13:32.483000,5,2022,2022-05,54,223
975,VMS 3,2022-05-17 16:13:15.957,Note,Generale,,Nicola,2022-05-17,16:13:15.957000,5,2022,2022-05,55,223
26,VMS 1,2022-05-17 16:13:01.940,Note,Generale,,Nicola,2022-05-17,16:13:01.940000,5,2022,2022-05,56,223
189,VMS 3,2022-05-17 16:12:48.927,Note,Generale,,Nicola,2022-05-17,16:12:48.927000,5,2022,2022-05,57,223
195,VMS 2,2022-05-17 16:12:31.907,Note,Generale,,Nicola,2022-05-17,16:12:31.907000,5,2022,2022-05,58,223
114,VMS 4,2022-05-17 16:12:14.220,Note,Generale,,Nicola,2022-05-17,16:12:14.220000,5,2022,2022-05,59,223
140,VMS 1,2022-05-17 16:11:59.797,Note,Generale,,Nicola,2022-05-17,16:11:59.797000,5,2022,2022-05,60,223
193,VMS 2,2022-05-17 16:11:45.823,Note,Generale,,Nicola,2022-05-17,16:11:45.823000,5,2022,2022-05,61,223
109,VMS 4,2022-05-17 16:11:33.183,Note,Generale,,Nicola,2022-05-17,16:11:33.183000,5,2022,2022-05,62,223
113,VMS 4,2022-05-17 16:11:19.213,Note,Generale,,Nicola,2022-05-17,16:11:19.213000,5,2022,2022-05,63,223
60,VMS 4,2022-05-17 16:11:03.870,Note,Generale,,Nicola,2022-05-17,16:11:03.870000,5,2022,2022-05,64,223
100,VMS 4,2022-05-17 16:10:41.670,Note,Generale,,Nicola,2022-05-17,16:10:41.670000,5,2022,2022-05,65,223
192,VMS 2,2022-05-17 16:10:27.777,Note,Generale,,Nicola,2022-05-17,16:10:27.777000,5,2022,2022-05,66,223
186,VMS 2,2022-05-17 16:10:12.027,Note,Generale,,Nicola,2022-05-17,16:10:12.027000,5,2022,2022-05,67,223
187,VMS 3,2022-05-17 16:09:55.463,Note,Generale,,Nicola,2022-05-17,16:09:55.463000,5,2022,2022-05,68,223
212,VMS 2,2022-05-17 16:09:39.370,Note,Generale,,Nicola,2022-05-17,16:09:39.370000,5,2022,2022-05,69,223
987,VMS 4,2022-05-17 16:09:23.883,Note,Generale,,Nicola,2022-05-17,16:09:23.883000,5,2022,2022-05,70,223
937,VMS 2,2022-05-17 16:08:56.313,Note,Generale,,Nicola,2022-05-17,16:08:56.313000,5,2022,2022-05,71,223
206,VMS 2,2022-05-17 16:08:42.530,Note,Generale,,Nicola,2022-05-17,16:08:42.530000,5,2022,2022-05,72,223
901,VMS 4,2022-05-17 16:08:04.030,Note,Generale,,Nicola,2022-05-17,16:08:04.030000,5,2022,2022-05,73,223
151,VMS 4,2022-05-17 16:07:41.460,Note,Generale,,Nicola,2022-05-17,16:07:41.460000,5,2022,2022-05,74,223
37,VMS 1,2022-05-17 16:07:26.337,Note,Generale,,Nicola,2022-05-17,16:07:26.337000,5,2022,2022-05,75,223
155,VMS 4,2022-05-17 16:07:10.883,Note,Generale,,Nicola,2022-05-17,16:07:10.883000,5,2022,2022-05,76,223
111,VMS 1,2022-05-17 16:06:55.587,Note,Generale,,Nicola,2022-05-17,16:06:55.587000,5,2022,2022-05,77,223
955,VMS 2,2022-05-17 16:06:40.593,Note,Generale,,Nicola,2022-05-17,16:06:40.593000,5,2022,2022-05,78,223
104,VMS 2,2022-05-17 16:06:24.467,Note,Generale,,Nicola,2022-05-17,16:06:24.467000,5,2022,2022-05,79,223
127,VMS 3,2022-05-17 16:06:04.950,Note,Generale,,Nicola,2022-05-17,16:06:04.950000,5,2022,2022-05,80,223
117,VMS 3,2022-05-17 16:05:40.727,Note,Generale,,Nicola,2022-05-17,16:05:40.727000,5,2022,2022-05,81,223
63,Parco 5,2022-05-16 13:51:43.240,Cambio gruppo,"25, Parco 5 -> 1, VMS 1",,Nicola,2022-05-16,13:51:43.240000,5,2022,2022-05,82,223
85,Parco 5,2022-05-16 07:31:27.177,Cambio gruppo,"25, Parco 5 -> 1, VMS 1",,Nicola,2022-05-16,07:31:27.177000,5,2022,2022-05,83,223
40,dry-off LUNGHE,2022-05-16 07:13:19.300,Asciutta,Dry Off,,Nicola,2022-05-16,07:13:19.300000,5,2022,2022-05,84,223
40,dry-off LUNGHE,2022-05-16 07:13:11.133,Cambio gruppo,"29, dry-off LUNGHE -> 25, Parco 5",,Nicola,2022-05-16,07:13:11.133000,5,2022,2022-05,85,223
160,dry-off LUNGHE,2022-05-16 07:12:57.460,Cambio gruppo,"29, dry-off LUNGHE -> 25, Parco 5",,Nicola,2022-05-16,07:12:57.460000,5,2022,2022-05,86,223
160,dry-off LUNGHE,2022-05-16 07:12:53.597,Asciutta,Dry Off,,Nicola,2022-05-16,07:12:53.597000,5,2022,2022-05,87,223
944,dry-off LUNGHE,2022-05-16 07:12:31.693,Asciutta,Dry Off,,Nicola,2022-05-16,07:12:31.693000,5,2022,2022-05,88,223
944,dry-off LUNGHE,2022-05-16 07:12:23.847,Cambio gruppo,"29, dry-off LUNGHE -> 25, Parco 5",,Nicola,2022-05-16,07:12:23.847000,5,2022,2022-05,89,223
6,dry-off LUNGHE,2022-05-16 07:12:13.663,Asciutta,Dry Off,,Nicola,2022-05-16,07:12:13.663000,5,2022,2022-05,90,223
6,dry-off LUNGHE,2022-05-16 07:12:05.877,Cambio gruppo,"29, dry-off LUNGHE -> 25, Parco 5",,Nicola,2022-05-16,07:12:05.877000,5,2022,2022-05,91,223
935,dry-off LUNGHE,2022-05-16 07:11:58.030,Asciutta,Dry Off,,Nicola,2022-05-16,07:11:58.030000,5,2022,2022-05,92,223
972,dry-off LUNGHE,2022-05-16 07:11:48.013,Asciutta,Dry Off,,Nicola,2022-05-16,07:11:48.013000,5,2022,2022-05,93,223
536,dry-off LUNGHE,2022-05-16 07:11:36.413,Asciutta,Dry Off,,Nicola,2022-05-16,07:11:36.413000,5,2022,2022-05,94,223
536,dry-off LUNGHE,2022-05-16 07:11:28.103,Cambio gruppo,"29, dry-off LUNGHE -> 25, Parco 5",,Nicola,2022-05-16,07:11:28.103000,5,2022,2022-05,95,223
972,dry-off LUNGHE,2022-05-16 07:11:12.360,Cambio gruppo,"29, dry-off LUNGHE -> 25, Parco 5",,Nicola,2022-05-16,07:11:12.360000,5,2022,2022-05,96,223
935,dry-off LUNGHE,2022-05-16 07:10:54.240,Cambio gruppo,"29, dry-off LUNGHE -> 25, Parco 5",,Nicola,2022-05-16,07:10:54.240000,5,2022,2022-05,97,223
8,VMS 2,2022-05-16 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-16,00:00:00,5,2022,2022-05,98,223
11,VMS 4,2022-05-16 00:00:00.000,Diagnosi/trattamento,Dns: Follicolo sinistro; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-16,00:00:00,5,2022,2022-05,99,223
34,VMS 1,2022-05-16 00:00:00.000,Diagnosi/trattamento,Dns: Corpo luteo sinistra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-16,00:00:00,5,2022,2022-05,100,223
45,VMS 3,2022-05-16 00:00:00.000,Controllo gravidanza,-,,Nicola,2022-05-16,00:00:00,5,2022,2022-05,101,223
63,Parco 5,2022-05-16 00:00:00.000,Parto,Normale; 696950,,Nicola,2022-05-16,00:00:00,5,2022,2022-05,102,223
85,Parco 5,2022-05-16 00:00:00.000,Parto,Normale,,Nicola,2022-05-16,00:00:00,5,2022,2022-05,103,223
103,VMS 3,2022-05-16 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-16,00:00:00,5,2022,2022-05,104,223
116,VMS 1,2022-05-16 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-16,00:00:00,5,2022,2022-05,105,223
140,VMS 1,2022-05-16 00:00:00.000,Diagnosi/trattamento,Dns: Follicolo destro; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-16,00:00:00,5,2022,2022-05,106,223
144,VMS 4,2022-05-16 00:00:00.000,Diagnosi/trattamento,Dns: Cisti del corpo luteo destra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-16,00:00:00,5,2022,2022-05,107,223
537,VMS 1,2022-05-16 00:00:00.000,Diagnosi/trattamento,Dns: Follicolo destro; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-16,00:00:00,5,2022,2022-05,108,223
644,VMS 1,2022-05-16 00:00:00.000,Diagnosi/trattamento,Dns: Follicolo destro; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-16,00:00:00,5,2022,2022-05,109,223
806,VMS 4,2022-05-16 00:00:00.000,Diagnosi/trattamento,Dns: Calore secondo il veterinario; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-16,00:00:00,5,2022,2022-05,110,223
822,VMS 4,2022-05-16 00:00:00.000,Diagnosi/trattamento,Dns: Cisti del corpo luteo destra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-16,00:00:00,5,2022,2022-05,111,223
919,VMS 2,2022-05-16 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-16,00:00:00,5,2022,2022-05,112,223
956,VMS 3,2022-05-16 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-16,00:00:00,5,2022,2022-05,113,223
696950,Vitelli,2022-05-16 00:00:00.000,Ingresso,Nascita,,Nicola,2022-05-16,00:00:00,5,2022,2022-05,114,223
971,Parco 5,2022-05-13 10:40:32.033,Cambio gruppo,"25, Parco 5 -> 4, VMS 4",,Nicola,2022-05-13,10:40:32.033000,5,2022,2022-05,115,223
135,VMS 3,2022-05-13 09:42:15.053,Note,Generale,,Nicola,2022-05-13,09:42:15.053000,5,2022,2022-05,116,223
143,VMS 3,2022-05-13 09:37:35.397,Note,Generale,,Nicola,2022-05-13,09:37:35.397000,5,2022,2022-05,117,223
166,VMS 3,2022-05-13 09:37:11.990,Note,Generale,,Nicola,2022-05-13,09:37:11.990000,5,2022,2022-05,118,223
131,VMS 3,2022-05-13 09:36:29.717,Note,Generale,,Nicola,2022-05-13,09:36:29.717000,5,2022,2022-05,119,223
843,VMS 4,2022-05-13 09:05:29.067,Note,Generale,,Nicola,2022-05-13,09:05:29.067000,5,2022,2022-05,120,223
26,VMS 1,2022-05-13 00:00:00.000,Diagnosi/trattamento,Dns: Cisti del corpo luteo destra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-13,00:00:00,5,2022,2022-05,121,223
37,VMS 1,2022-05-13 00:00:00.000,Diagnosi/trattamento,Dns: Calore secondo il veterinario; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-13,00:00:00,5,2022,2022-05,122,223
113,VMS 4,2022-05-13 00:00:00.000,Diagnosi/trattamento,Dns: Cisti del corpo luteo destra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-13,00:00:00,5,2022,2022-05,123,223
202,VMS 2,2022-05-13 00:00:00.000,Controllo gravidanza,-,,Nicola,2022-05-13,00:00:00,5,2022,2022-05,124,223
203,VMS 2,2022-05-13 00:00:00.000,Controllo gravidanza,-,,Nicola,2022-05-13,00:00:00,5,2022,2022-05,125,223
204,VMS 2,2022-05-13 00:00:00.000,Controllo gravidanza,-,,Nicola,2022-05-13,00:00:00,5,2022,2022-05,126,223
205,VMS 2,2022-05-13 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-13,00:00:00,5,2022,2022-05,127,223
523,VMS 4,2022-05-13 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-13,00:00:00,5,2022,2022-05,128,223
840,VMS 4,2022-05-13 00:00:00.000,Diagnosi/trattamento,Dns: Cisti del corpo luteo sinistra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-13,00:00:00,5,2022,2022-05,129,223
866,VMS 4,2022-05-13 00:00:00.000,Diagnosi/trattamento,Dns: Follicolo sinistro; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-13,00:00:00,5,2022,2022-05,130,223
971,Parco 5,2022-05-13 00:00:00.000,Parto,Normale; 696949,,Nicola,2022-05-13,00:00:00,5,2022,2022-05,131,223
983,VMS 4,2022-05-13 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-13,00:00:00,5,2022,2022-05,132,223
696949,Vitelli,2022-05-13 00:00:00.000,Ingresso,Nascita,,Nicola,2022-05-13,00:00:00,5,2022,2022-05,133,223
250,Parco 6,2022-05-12 09:18:23.147,Cambio ID del transponder, -> 10734,,,2022-05-12,09:18:23.147000,5,2022,2022-05,134,223
250,Parco 6,2022-05-12 09:17:16.183,Cambio ID,558714 -> 250,,Nicola,2022-05-12,09:17:16.183000,5,2022,2022-05,135,223
250,Parco 6,2022-05-12 09:10:55.763,Cambio gruppo,"26, Parco 6 -> 3, VMS 3",,Nicola,2022-05-12,09:10:55.763000,5,2022,2022-05,136,223
32,VMS 1,2022-05-12 08:44:53.653,Cambio gruppo,"1, VMS 1 -> 29, dry-off LUNGHE",,Nicola,2022-05-12,08:44:53.653000,5,2022,2022-05,137,223
36,VMS 1,2022-05-12 08:44:34.637,Cambio gruppo,"1, VMS 1 -> 29, dry-off LUNGHE",,Nicola,2022-05-12,08:44:34.637000,5,2022,2022-05,138,223
557,VMS 1,2022-05-12 08:44:08.773,Cambio gruppo,"1, VMS 1 -> 29, dry-off LUNGHE",,Nicola,2022-05-12,08:44:08.773000,5,2022,2022-05,139,223
250,Parco 6,2022-05-12 00:00:00.000,Parto,Normale,,Nicola,2022-05-12,00:00:00,5,2022,2022-05,140,223
145,Parco 5,2022-05-11 17:40:34.063,Cambio gruppo,"25, Parco 5 -> 3, VMS 3",,Nicola,2022-05-11,17:40:34.063000,5,2022,2022-05,141,223
859,dry-off LUNGHE,2022-05-11 12:42:44.833,Asciutta,Dry Off,,Nicola,2022-05-11,12:42:44.833000,5,2022,2022-05,142,223
72,dry-off LUNGHE,2022-05-11 12:42:33.657,Asciutta,Dry Off,,Nicola,2022-05-11,12:42:33.657000,5,2022,2022-05,143,223
906,dry-off LUNGHE,2022-05-11 12:41:37.100,Asciutta,Dry Off,,Nicola,2022-05-11,12:41:37.100000,5,2022,2022-05,144,223
961,dry-off LUNGHE,2022-05-11 12:41:23.170,Asciutta,Dry Off,,Nicola,2022-05-11,12:41:23.170000,5,2022,2022-05,145,223
859,dry-off LUNGHE,2022-05-11 11:37:41.057,Cambio gruppo,"29, dry-off LUNGHE -> 25, Parco 5",,Nicola,2022-05-11,11:37:41.057000,5,2022,2022-05,146,223
72,dry-off LUNGHE,2022-05-11 11:37:20.730,Cambio gruppo,"29, dry-off LUNGHE -> 25, Parco 5",,Nicola,2022-05-11,11:37:20.730000,5,2022,2022-05,147,223
906,dry-off LUNGHE,2022-05-11 11:37:06.033,Cambio gruppo,"29, dry-off LUNGHE -> 25, Parco 5",,Nicola,2022-05-11,11:37:06.033000,5,2022,2022-05,148,223
961,dry-off LUNGHE,2022-05-11 11:36:48.890,Cambio gruppo,"29, dry-off LUNGHE -> 25, Parco 5",,Nicola,2022-05-11,11:36:48.890000,5,2022,2022-05,149,223
23,VMS 4,2022-05-11 00:00:00.000,Diagnosi/trattamento,Dns: Cisti del corpo luteo sinistra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-11,00:00:00,5,2022,2022-05,150,223
32,VMS 1,2022-05-11 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-11,00:00:00,5,2022,2022-05,151,223
36,VMS 1,2022-05-11 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-11,00:00:00,5,2022,2022-05,152,223
49,VMS 4,2022-05-11 00:00:00.000,Diagnosi/trattamento,Dns: Cisti del corpo luteo destra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-11,00:00:00,5,2022,2022-05,153,223
80,VMS 4,2022-05-11 00:00:00.000,Diagnosi/trattamento,Dns: Cisti del corpo luteo sinistra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-11,00:00:00,5,2022,2022-05,154,223
97,VMS 1,2022-05-11 00:00:00.000,Diagnosi/trattamento,Dns: Cisti del corpo luteo destra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-11,00:00:00,5,2022,2022-05,155,223
101,VMS 1,2022-05-11 00:00:00.000,Diagnosi/trattamento,Dns: Cisti del corpo luteo destra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-11,00:00:00,5,2022,2022-05,156,223
109,VMS 4,2022-05-11 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-11,00:00:00,5,2022,2022-05,157,223
145,Parco 5,2022-05-11 00:00:00.000,Parto,Normale; 696948,,Nicola,2022-05-11,00:00:00,5,2022,2022-05,158,223
176,VMS 3,2022-05-11 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-11,00:00:00,5,2022,2022-05,159,223
178,VMS 3,2022-05-11 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-11,00:00:00,5,2022,2022-05,160,223
206,VMS 2,2022-05-11 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-11,00:00:00,5,2022,2022-05,161,223
207,VMS 2,2022-05-11 00:00:00.000,Controllo gravidanza,?,,Nicola,2022-05-11,00:00:00,5,2022,2022-05,162,223
209,VMS 2,2022-05-11 00:00:00.000,Controllo gravidanza,-,,Nicola,2022-05-11,00:00:00,5,2022,2022-05,163,223
210,VMS 2,2022-05-11 00:00:00.000,Controllo gravidanza,-,,Nicola,2022-05-11,00:00:00,5,2022,2022-05,164,223
211,VMS 2,2022-05-11 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-11,00:00:00,5,2022,2022-05,165,223
212,VMS 2,2022-05-11 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-11,00:00:00,5,2022,2022-05,166,223
557,VMS 1,2022-05-11 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-11,00:00:00,5,2022,2022-05,167,223
759,VMS 1,2022-05-11 00:00:00.000,Diagnosi/trattamento,Dns: Cisti del corpo luteo destra; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-11,00:00:00,5,2022,2022-05,168,223
871,VMS 4,2022-05-11 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-11,00:00:00,5,2022,2022-05,169,223
907,VMS 4,2022-05-11 00:00:00.000,Controllo gravidanza,+,,Nicola,2022-05-11,00:00:00,5,2022,2022-05,170,223
696948,Vitelli,2022-05-11 00:00:00.000,Ingresso,Nascita,,Nicola,2022-05-11,00:00:00,5,2022,2022-05,171,223
811,VMS 1,2022-05-09 00:00:00.000,Diagnosi/trattamento,Dns: Mastite clinica; Posizione: (-); Trt: ; Fmc: ,,Nicola,2022-05-09,00:00:00,5,2022,2022-05,172,223
183,VMS 3,2022-05-07 00:00:00.010,Inseminazione,Artificial Insemination; Don Gaetano; Don Gaetano; Unknown Brand; UnknownBreeder,,Nicola,2022-05-07,00:00:00.010000,5,2022,2022-05,173,223
184,VMS 3,2022-05-07 00:00:00.010,Inseminazione,Artificial Insemination; Don Gaetano; Don Gaetano; Unknown Brand; UnknownBreeder,,Nicola,2022-05-07,00:00:00.010000,5,2022,2022-05,174,223
190,VMS 3,2022-05-07 00:00:00.010,Inseminazione,Artificial Insemination; Don Gaetano; Don Gaetano; Unknown Brand; UnknownBreeder,,Nicola,2022-05-07,00:00:00.010000,5,2022,2022-05,175,223
193,VMS 2,2022-05-07 00:00:00.010,Inseminazione,Artificial Insemination; fedeltà; FEDELTA'; Unknown Brand; UnknownBreeder,,Nicola,2022-05-07,00:00:00.010000,5,2022,2022-05,176,223
