;Numero animale;Gruppo;Data evento;Tipo;Descrizione;Data uscita;Utente;Data;Tempo;Mese;Anno;Mese Anno
9094;24;VMS 4;2018-06-26 00:00:00.000;Controllo gravidanza;+;2021-08-24 07:40:51.083;Nicola;2018-06-26;00:00:00;6;2018;2018-06
9095;601;VMS 3;2018-06-26 00:00:00.000;Controllo gravidanza;+;2021-06-24 15:45:00.700;Nicola;2018-06-26;00:00:00;6;2018;2018-06
9096;810;VMS 2;2018-06-26 00:00:00.000;Controllo gravidanza;+;2021-06-04 15:23:17.277;Nicola;2018-06-26;00:00:00;6;2018;2018-06
9097;813;VMS 2;2018-06-26 00:00:00.000;Controllo gravidanza;+;2020-05-06 08:56:10.253;Nicola;2018-06-26;00:00:00;6;2018;2018-06
9098;817;VMS 2;2018-06-26 00:00:00.000;Controllo gravidanza;+;2020-10-15 10:06:31.710;Nicola;2018-06-26;00:00:00;6;2018;2018-06
9099;818;VMS 2;2018-06-26 00:00:00.000;Controllo gravidanza;-;;Nicola;2018-06-26;00:00:00;6;2018;2018-06
9100;819;VMS 2;2018-06-26 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-06-26;00:00:00;6;2018;2018-06
9101;822;VMS 2;2018-06-26 00:00:00.000;Controllo gravidanza;-;;Nicola;2018-06-26;00:00:00;6;2018;2018-06
9102;826;VMS 2;2018-06-26 00:00:00.000;Controllo gravidanza;-;;Nicola;2018-06-26;00:00:00;6;2018;2018-06
9103;647;VMS 4;2018-06-25 19:39:16.823;Note;Generale;2020-11-30 16:48:35.467;Nicola;2018-06-25;19:39:16.823000;6;2018;2018-06
9104;541;VMS 4;2018-06-25 19:39:08.480;Note;Generale;;Nicola;2018-06-25;19:39:08.480000;6;2018;2018-06
9105;663;VMS 3;2018-06-25 19:38:59.540;Note;Generale;;Nicola;2018-06-25;19:38:59.540000;6;2018;2018-06
9106;710;VMS 3;2018-06-25 19:38:21.477;Note;Generale;2020-01-17 11:13:16.880;Nicola;2018-06-25;19:38:21.477000;6;2018;2018-06
9107;870;VMS 2;2018-06-25 06:11:36.930;Cambio ID del transponder; -> 5194;;;2018-06-25;06:11:36.930000;6;2018;2018-06
9108;960;Giovenche;2018-06-25 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";;Nicola;2018-06-25;00:00:00.010000;6;2018;2018-06
9109;963;Giovenche;2018-06-25 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";2020-02-22 12:27:24.743;Nicola;2018-06-25;00:00:00.010000;6;2018;2018-06
9110;960;Giovenche;2018-06-25 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-06-25;00:00:00.007000;6;2018;2018-06
9111;963;Giovenche;2018-06-25 00:00:00.007;Calore;Herd Navigator;2020-02-22 12:27:24.743;Nicola;2018-06-25;00:00:00.007000;6;2018;2018-06
9112;168;VMS 1;2018-06-25 00:00:00.000;Controllo gravidanza;+;2021-04-21 23:59:00.000;Nicola;2018-06-25;00:00:00;6;2018;2018-06
9113;576;VMS 1;2018-06-25 00:00:00.000;Controllo gravidanza;+;2021-01-05 10:22:32.023;Nicola;2018-06-25;00:00:00;6;2018;2018-06
9114;155;Manze al toro;2018-06-24 00:00:00.000;Ingresso;Nascita;;Nicola;2018-06-24;00:00:00;6;2018;2018-06
9115;182;Manze al toro;2018-06-24 00:00:00.000;Ingresso;Nascita;;Nicola;2018-06-24;00:00:00;6;2018;2018-06
9116;870;VMS 2;2018-06-24 00:00:00.000;Parto;Normale;;Nicola;2018-06-24;00:00:00;6;2018;2018-06
9117;663;Asciutte;2018-06-23 16:28:03.447;Cambio gruppo;5, Asciutte -> 3, VMS 3;;Nicola;2018-06-23;16:28:03.447000;6;2018;2018-06
9118;647;VMS 4;2018-06-23 10:06:11.703;Note;Generale;2020-11-30 16:48:35.467;Nicola;2018-06-23;10:06:11.703000;6;2018;2018-06
9119;728;VMS 3;2018-06-23 10:05:39.163;Note;Generale;;Nicola;2018-06-23;10:05:39.163000;6;2018;2018-06
9120;644;VMS 3;2018-06-23 10:05:28.117;Note;Generale;;Nicola;2018-06-23;10:05:28.117000;6;2018;2018-06
9121;634;VMS 3;2018-06-23 10:05:18.867;Note;Generale;2020-04-17 16:08:58.183;Nicola;2018-06-23;10:05:18.867000;6;2018;2018-06
9122;950;Giovenche;2018-06-23 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Napoleone; IT004991339091; Unknown Brand; UnknownBreeder";2021-02-09 09:11:25.847;Nicola;2018-06-23;00:00:00.010000;6;2018;2018-06
9123;952;Giovenche;2018-06-23 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";2020-02-22 12:27:10.890;Nicola;2018-06-23;00:00:00.010000;6;2018;2018-06
9124;954;Giovenche;2018-06-23 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Napoleone; IT004991339091; Unknown Brand; UnknownBreeder";;Nicola;2018-06-23;00:00:00.010000;6;2018;2018-06
9125;955;Giovenche;2018-06-23 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Napoleone; IT004991339091; Unknown Brand; UnknownBreeder";;Nicola;2018-06-23;00:00:00.010000;6;2018;2018-06
9126;956;Giovenche;2018-06-23 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Napoleone; IT004991339091; Unknown Brand; UnknownBreeder";;Nicola;2018-06-23;00:00:00.010000;6;2018;2018-06
9127;957;Giovenche;2018-06-23 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Napoleone; IT004991339091; Unknown Brand; UnknownBreeder";2021-04-01 14:47:02.330;Nicola;2018-06-23;00:00:00.010000;6;2018;2018-06
9128;959;Giovenche;2018-06-23 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Vesuvio; IT061990638003; Unknown Brand; UnknownBreeder";;Nicola;2018-06-23;00:00:00.010000;6;2018;2018-06
9129;962;Giovenche;2018-06-23 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Napoleone; IT004991339091; Unknown Brand; UnknownBreeder";;Nicola;2018-06-23;00:00:00.010000;6;2018;2018-06
9130;966;Giovenche;2018-06-23 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; Don Camillo; IT059990281349; Unknown Brand; UnknownBreeder";;Nicola;2018-06-23;00:00:00.010000;6;2018;2018-06
9131;950;Giovenche;2018-06-23 00:00:00.007;Calore;Herd Navigator;2021-02-09 09:11:25.847;Nicola;2018-06-23;00:00:00.007000;6;2018;2018-06
9132;952;Giovenche;2018-06-23 00:00:00.007;Calore;Herd Navigator;2020-02-22 12:27:10.890;Nicola;2018-06-23;00:00:00.007000;6;2018;2018-06
9133;954;Giovenche;2018-06-23 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-06-23;00:00:00.007000;6;2018;2018-06
9134;955;Giovenche;2018-06-23 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-06-23;00:00:00.007000;6;2018;2018-06
9135;956;Giovenche;2018-06-23 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-06-23;00:00:00.007000;6;2018;2018-06
9136;957;Giovenche;2018-06-23 00:00:00.007;Calore;Herd Navigator;2021-04-01 14:47:02.330;Nicola;2018-06-23;00:00:00.007000;6;2018;2018-06
9137;959;Giovenche;2018-06-23 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-06-23;00:00:00.007000;6;2018;2018-06
9138;962;Giovenche;2018-06-23 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-06-23;00:00:00.007000;6;2018;2018-06
9139;966;Giovenche;2018-06-23 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-06-23;00:00:00.007000;6;2018;2018-06
9140;135;Manze al toro;2018-06-23 00:00:00.000;Ingresso;Nascita;;Nicola;2018-06-23;00:00:00;6;2018;2018-06
9141;600;VMS 1;2018-06-23 00:00:00.000;Controllo gravidanza;+;2020-11-30 16:47:53.127;Nicola;2018-06-23;00:00:00;6;2018;2018-06
9142;663;Asciutte;2018-06-23 00:00:00.000;Parto;Normale;;Nicola;2018-06-23;00:00:00;6;2018;2018-06
9143;647;VMS 4;2018-06-22 09:31:15.173;Note;Generale;2020-11-30 16:48:35.467;Nicola;2018-06-22;09:31:15.173000;6;2018;2018-06
9144;541;VMS 4;2018-06-22 09:30:50.073;Note;Generale;;Nicola;2018-06-22;09:30:50.073000;6;2018;2018-06
9145;728;VMS 3;2018-06-22 09:30:35.520;Note;Generale;;Nicola;2018-06-22;09:30:35.520000;6;2018;2018-06
9146;604;VMS 3;2018-06-22 09:30:17.987;Note;Generale;2021-03-04 14:41:37.023;Nicola;2018-06-22;09:30:17.987000;6;2018;2018-06
9147;160;VMS 1;2018-06-22 00:00:00.000;Controllo gravidanza;+;2020-11-30 16:46:03.437;Nicola;2018-06-22;00:00:00;6;2018;2018-06
9148;320;VMS 1;2018-06-22 00:00:00.000;Controllo gravidanza;+;2021-03-04 14:41:37.010;Nicola;2018-06-22;00:00:00;6;2018;2018-06
9149;523;VMS 1;2018-06-22 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-06-22;00:00:00;6;2018;2018-06
9150;529;VMS 1;2018-06-22 00:00:00.000;Controllo gravidanza;+;2021-11-16 15:50:13.147;Nicola;2018-06-22;00:00:00;6;2018;2018-06
9151;461;VMS 4;2018-06-21 16:10:09.570;Note;Generale;2020-07-27 23:59:00.000;Nicola;2018-06-21;16:10:09.570000;6;2018;2018-06
9152;541;VMS 4;2018-06-21 16:09:55.437;Note;Generale;;Nicola;2018-06-21;16:09:55.437000;6;2018;2018-06
9153;513;VMS 4;2018-06-21 16:09:38.060;Note;Generale;2021-02-24 12:03:15.530;Nicola;2018-06-21;16:09:38.060000;6;2018;2018-06
9154;467;VMS 4;2018-06-21 16:09:28.263;Note;Generale;;Nicola;2018-06-21;16:09:28.263000;6;2018;2018-06
9155;728;VMS 3;2018-06-21 16:09:07.093;Note;Generale;;Nicola;2018-06-21;16:09:07.093000;6;2018;2018-06
9156;709;VMS 3;2018-06-21 16:08:57.297;Note;Generale;2020-04-27 11:21:40.310;Nicola;2018-06-21;16:08:57.297000;6;2018;2018-06
9157;707;VMS 3;2018-06-21 16:08:45.987;Note;Generale;2022-01-10 20:55:02.603;Nicola;2018-06-21;16:08:45.987000;6;2018;2018-06
9158;702;VMS 3;2018-06-21 16:08:30.870;Note;Generale;2020-11-30 16:49:00.640;Nicola;2018-06-21;16:08:30.870000;6;2018;2018-06
9159;869;VMS 2;2018-06-21 16:08:22.120;Note;Generale;2020-01-17 11:13:44.147;Nicola;2018-06-21;16:08:22.120000;6;2018;2018-06
9160;866;VMS 2;2018-06-21 16:08:02.450;Note;Generale;;Nicola;2018-06-21;16:08:02.450000;6;2018;2018-06
9161;647;VMS 4;2018-06-20 10:45:47.463;Note;Generale;2020-11-30 16:48:35.467;Nicola;2018-06-20;10:45:47.463000;6;2018;2018-06
9162;541;VMS 4;2018-06-20 10:45:24.017;Note;Generale;;Nicola;2018-06-20;10:45:24.017000;6;2018;2018-06
9163;513;VMS 4;2018-06-20 10:45:08.777;Note;Generale;2021-02-24 12:03:15.530;Nicola;2018-06-20;10:45:08.777000;6;2018;2018-06
9164;869;VMS 2;2018-06-20 10:44:36.830;Note;Generale;2020-01-17 11:13:44.147;Nicola;2018-06-20;10:44:36.830000;6;2018;2018-06
9165;868;VMS 2;2018-06-20 10:44:29.327;Note;Generale;;Nicola;2018-06-20;10:44:29.327000;6;2018;2018-06
9166;961;Giovenche;2018-06-20 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";;Nicola;2018-06-20;00:00:00.010000;6;2018;2018-06
9167;965;Giovenche;2018-06-20 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";2020-02-24 10:36:37.847;Nicola;2018-06-20;00:00:00.010000;6;2018;2018-06
9168;961;Giovenche;2018-06-20 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-06-20;00:00:00.007000;6;2018;2018-06
9169;965;Giovenche;2018-06-20 00:00:00.007;Calore;Herd Navigator;2020-02-24 10:36:37.847;Nicola;2018-06-20;00:00:00.007000;6;2018;2018-06
9170;541;Asciutte;2018-06-19 11:51:32.540;Cambio gruppo;5, Asciutte -> 4, VMS 4;;Nicola;2018-06-19;11:51:32.540000;6;2018;2018-06
9171;604;VMS 3;2018-06-19 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";2021-03-04 14:41:37.023;Nicola;2018-06-19;00:00:00.010000;6;2018;2018-06
9172;604;VMS 3;2018-06-19 00:00:00.007;Calore;Herd Navigator;2021-03-04 14:41:37.023;Nicola;2018-06-19;00:00:00.007000;6;2018;2018-06
9173;541;Asciutte;2018-06-19 00:00:00.000;Parto;Normale;;Nicola;2018-06-19;00:00:00;6;2018;2018-06
9174;838;VMS 2;2018-06-18 09:51:05.610;Note;Generale;2020-11-30 16:49:50.297;Nicola;2018-06-18;09:51:05.610000;6;2018;2018-06
9175;835;VMS 2;2018-06-18 09:50:54.377;Note;Generale;;Nicola;2018-06-18;09:50:54.377000;6;2018;2018-06
9176;250;VMS 4;2018-06-18 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; F.A; Unknown Brand; UnknownBreeder";2021-02-09 09:12:32.867;Nicola;2018-06-18;00:00:00.010000;6;2018;2018-06
9177;440;VMS 4;2018-06-18 00:00:00.010;Inseminazione;"Artificial Insemination; F.A; Unknown Brand; UnknownBreeder";;Nicola;2018-06-18;00:00:00.010000;6;2018;2018-06
9178;516;VMS 4;2018-06-18 00:00:00.010;Inseminazione;"Artificial Insemination; F.A; Unknown Brand; UnknownBreeder";;Nicola;2018-06-18;00:00:00.010000;6;2018;2018-06
9179;553;VMS 4;2018-06-18 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; F.A; Unknown Brand; UnknownBreeder";2022-05-05 16:07:06.283;Nicola;2018-06-18;00:00:00.010000;6;2018;2018-06
9180;616;VMS 3;2018-06-18 00:00:00.010;Inseminazione;"Artificial Insemination; F.A; Unknown Brand; UnknownBreeder";2021-10-13 10:58:25.490;Nicola;2018-06-18;00:00:00.010000;6;2018;2018-06
9181;724;VMS 3;2018-06-18 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; F.A; Unknown Brand; UnknownBreeder";;Nicola;2018-06-18;00:00:00.010000;6;2018;2018-06
9182;830;VMS 2;2018-06-18 00:00:00.010;Inseminazione;"Artificial Insemination; F.A; Unknown Brand; UnknownBreeder";;Nicola;2018-06-18;00:00:00.010000;6;2018;2018-06
9183;831;VMS 2;2018-06-18 00:00:00.010;Inseminazione;"Artificial Insemination; F.A; Unknown Brand; UnknownBreeder";;Nicola;2018-06-18;00:00:00.010000;6;2018;2018-06
9184;833;VMS 2;2018-06-18 00:00:00.010;Inseminazione;"Artificial Insemination; F.A; Unknown Brand; UnknownBreeder";2021-03-04 14:41:37.023;Nicola;2018-06-18;00:00:00.010000;6;2018;2018-06
9185;834;VMS 2;2018-06-18 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; F.A; Unknown Brand; UnknownBreeder";2020-06-26 11:20:56.643;Nicola;2018-06-18;00:00:00.010000;6;2018;2018-06
9186;837;VMS 2;2018-06-18 00:00:00.010;Inseminazione;"Effective Insemination 
Artificial Insemination; F.A; Unknown Brand; UnknownBreeder";;Nicola;2018-06-18;00:00:00.010000;6;2018;2018-06
9187;839;VMS 2;2018-06-18 00:00:00.010;Inseminazione;"Artificial Insemination; F.A; Unknown Brand; UnknownBreeder";;Nicola;2018-06-18;00:00:00.010000;6;2018;2018-06
9188;250;VMS 4;2018-06-18 00:00:00.007;Calore;Herd Navigator;2021-02-09 09:12:32.867;Nicola;2018-06-18;00:00:00.007000;6;2018;2018-06
9189;440;VMS 4;2018-06-18 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-06-18;00:00:00.007000;6;2018;2018-06
9190;516;VMS 4;2018-06-18 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-06-18;00:00:00.007000;6;2018;2018-06
9191;553;VMS 4;2018-06-18 00:00:00.007;Calore;Herd Navigator;2022-05-05 16:07:06.283;Nicola;2018-06-18;00:00:00.007000;6;2018;2018-06
9192;616;VMS 3;2018-06-18 00:00:00.007;Calore;Herd Navigator;2021-10-13 10:58:25.490;Nicola;2018-06-18;00:00:00.007000;6;2018;2018-06
9193;724;VMS 3;2018-06-18 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-06-18;00:00:00.007000;6;2018;2018-06
9194;830;VMS 2;2018-06-18 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-06-18;00:00:00.007000;6;2018;2018-06
9195;831;VMS 2;2018-06-18 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-06-18;00:00:00.007000;6;2018;2018-06
9196;833;VMS 2;2018-06-18 00:00:00.007;Calore;Herd Navigator;2021-03-04 14:41:37.023;Nicola;2018-06-18;00:00:00.007000;6;2018;2018-06
9197;834;VMS 2;2018-06-18 00:00:00.007;Calore;Herd Navigator;2020-06-26 11:20:56.643;Nicola;2018-06-18;00:00:00.007000;6;2018;2018-06
9198;837;VMS 2;2018-06-18 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-06-18;00:00:00.007000;6;2018;2018-06
9199;839;VMS 2;2018-06-18 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-06-18;00:00:00.007000;6;2018;2018-06
9200;654;VMS 3;2018-06-17 12:05:39.073;Asciutta;Dry Off;2020-11-30 16:48:48.560;Nicola;2018-06-17;12:05:39.073000;6;2018;2018-06
9201;654;VMS 3;2018-06-17 12:05:32.103;Cambio gruppo;3, VMS 3 -> 5, Asciutte;2020-11-30 16:48:48.560;Nicola;2018-06-17;12:05:32.103000;6;2018;2018-06
9202;647;VMS 4;2018-06-16 10:38:47.970;Note;Generale;2020-11-30 16:48:35.467;Nicola;2018-06-16;10:38:47.970000;6;2018;2018-06
9203;513;VMS 4;2018-06-16 10:38:19.330;Note;Generale;2021-02-24 12:03:15.530;Nicola;2018-06-16;10:38:19.330000;6;2018;2018-06
9204;718;VMS 3;2018-06-16 10:37:53.950;Note;Generale;;Nicola;2018-06-16;10:37:53.950000;6;2018;2018-06
9205;728;VMS 3;2018-06-16 10:37:24.153;Note;Generale;;Nicola;2018-06-16;10:37:24.153000;6;2018;2018-06
9206;469;VMS 3;2018-06-16 10:37:06.760;Note;Generale;2020-02-24 10:36:08.223;Nicola;2018-06-16;10:37:06.760000;6;2018;2018-06
9207;869;VMS 2;2018-06-16 10:36:59.147;Note;Generale;2020-01-17 11:13:44.147;Nicola;2018-06-16;10:36:59.147000;6;2018;2018-06
9208;868;VMS 2;2018-06-16 10:36:52.940;Note;Generale;;Nicola;2018-06-16;10:36:52.940000;6;2018;2018-06
9209;866;VMS 2;2018-06-16 10:36:42.020;Note;Generale;;Nicola;2018-06-16;10:36:42.020000;6;2018;2018-06
9210;534;VMS 1;2018-06-16 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-06-16;00:00:00;6;2018;2018-06
9211;556;VMS 1;2018-06-16 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-06-16;00:00:00;6;2018;2018-06
9212;953;Giovenche;2018-06-15 00:00:00.010;Inseminazione;"Effective Insemination 
Naturale; UnknownBull";;Nicola;2018-06-15;00:00:00.010000;6;2018;2018-06
9213;953;Giovenche;2018-06-15 00:00:00.007;Calore;Herd Navigator;;Nicola;2018-06-15;00:00:00.007000;6;2018;2018-06
9214;106;Asciutte;2018-06-15 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-06-15;00:00:00;6;2018;2018-06
9215;250;VMS 4;2018-06-15 00:00:00.000;Controllo gravidanza;-;2021-02-09 09:12:32.867;Nicola;2018-06-15;00:00:00;6;2018;2018-06
9216;440;VMS 4;2018-06-15 00:00:00.000;Controllo gravidanza;-;;Nicola;2018-06-15;00:00:00;6;2018;2018-06
9217;443;VMS 4;2018-06-15 00:00:00.000;Controllo gravidanza;+;2021-03-04 14:41:37.010;Nicola;2018-06-15;00:00:00;6;2018;2018-06
9218;505;Asciutte;2018-06-15 00:00:00.000;Controllo gravidanza;+;2020-02-22 12:25:20.617;Nicola;2018-06-15;00:00:00;6;2018;2018-06
9219;516;VMS 4;2018-06-15 00:00:00.000;Controllo gravidanza;-;;Nicola;2018-06-15;00:00:00;6;2018;2018-06
9220;532;Asciutte;2018-06-15 00:00:00.000;Controllo gravidanza;+;2019-12-16 23:59:00.000;Nicola;2018-06-15;00:00:00;6;2018;2018-06
9221;543;Asciutte;2018-06-15 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-06-15;00:00:00;6;2018;2018-06
9222;553;VMS 4;2018-06-15 00:00:00.000;Controllo gravidanza;-;2022-05-05 16:07:06.283;Nicola;2018-06-15;00:00:00;6;2018;2018-06
9223;577;Asciutte;2018-06-15 00:00:00.000;Controllo gravidanza;+;2021-11-16 15:50:13.147;Nicola;2018-06-15;00:00:00;6;2018;2018-06
9224;649;Asciutte;2018-06-15 00:00:00.000;Controllo gravidanza;+;2021-06-04 15:23:17.277;Nicola;2018-06-15;00:00:00;6;2018;2018-06
9225;661;Asciutte;2018-06-15 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-06-15;00:00:00;6;2018;2018-06
9226;731;Asciutte;2018-06-15 00:00:00.000;Controllo gravidanza;+;2021-08-24 07:40:51.130;Nicola;2018-06-15;00:00:00;6;2018;2018-06
9227;195883;Asciutte;2018-06-15 00:00:00.000;Controllo gravidanza;+;2020-02-22 12:24:42.867;Nicola;2018-06-15;00:00:00;6;2018;2018-06
9228;563;VMS 4;2018-06-14 19:47:35.890;Cambio gruppo;4, VMS 4 -> 5, Asciutte;;Nicola;2018-06-14;19:47:35.890000;6;2018;2018-06
9229;647;Asciutte;2018-06-14 14:21:35.630;Note;Generale;2020-11-30 16:48:35.467;Nicola;2018-06-14;14:21:35.630000;6;2018;2018-06
9230;513;VMS 4;2018-06-14 14:21:02.527;Note;Generale;2021-02-24 12:03:15.530;Nicola;2018-06-14;14:21:02.527000;6;2018;2018-06
9231;728;VMS 3;2018-06-14 14:20:30.733;Note;Generale;;Nicola;2018-06-14;14:20:30.733000;6;2018;2018-06
9232;637;VMS 3;2018-06-14 14:20:15.307;Note;Generale;;Nicola;2018-06-14;14:20:15.307000;6;2018;2018-06
9233;869;VMS 2;2018-06-14 14:19:58.163;Note;Generale;2020-01-17 11:13:44.147;Nicola;2018-06-14;14:19:58.163000;6;2018;2018-06
9234;647;Asciutte;2018-06-14 04:59:39.087;Cambio gruppo;5, Asciutte -> 4, VMS 4;2020-11-30 16:48:35.467;Nicola;2018-06-14;04:59:39.087000;6;2018;2018-06
9235;150;Manze al toro;2018-06-14 00:00:00.000;Ingresso;Nascita;;Nicola;2018-06-14;00:00:00;6;2018;2018-06
9236;539;VMS 1;2018-06-14 00:00:00.000;Controllo gravidanza;+;;Nicola;2018-06-14;00:00:00;6;2018;2018-06
9237;647;Asciutte;2018-06-14 00:00:00.000;Parto;Normale;2020-11-30 16:48:35.467;Nicola;2018-06-14;00:00:00;6;2018;2018-06
9238;513;VMS 4;2018-06-13 15:24:56.113;Note;Generale;2021-02-24 12:03:15.530;Nicola;2018-06-13;15:24:56.113000;6;2018;2018-06
9239;461;VMS 4;2018-06-13 15:24:45.677;Note;Generale;2020-07-27 23:59:00.000;Nicola;2018-06-13;15:24:45.677000;6;2018;2018-06
9240;718;VMS 3;2018-06-13 15:23:45.010;Note;Generale;;Nicola;2018-06-13;15:23:45.010000;6;2018;2018-06
9241;637;VMS 3;2018-06-13 15:23:37.163;Note;Generale;;Nicola;2018-06-13;15:23:37.163000;6;2018;2018-06
9242;867;VMS 2;2018-06-13 15:23:27.930;Note;Generale;;Nicola;2018-06-13;15:23:27.930000;6;2018;2018-06
9243;728;Asciutte;2018-06-13 14:11:29.627;Cambio gruppo;5, Asciutte -> 3, VMS 3;;Nicola;2018-06-13;14:11:29.627000;6;2018;2018-06
9244;728;Asciutte;2018-06-13 00:00:00.000;Parto;Normale;;Nicola;2018-06-13;00:00:00;6;2018;2018-06
9245;563;Asciutte;2018-06-11 19:47:46.123;Asciutta;Dry Off;;Nicola;2018-06-11;19:47:46.123000;6;2018;2018-06
9246;643;VMS 3;2018-06-11 10:19:12.197;Asciutta;Dry Off;2022-01-19 09:47:49.263;Nicola;2018-06-11;10:19:12.197000;6;2018;2018-06
9247;643;VMS 3;2018-06-11 10:19:06.643;Cambio gruppo;3, VMS 3 -> 5, Asciutte;2022-01-19 09:47:49.263;Nicola;2018-06-11;10:19:06.643000;6;2018;2018-06
9248;431;VMS 4;2018-06-11 09:50:09.350;Cambio ID del transponder; -> 6601;2021-04-01 14:47:02.283;;2018-06-11;09:50:09.350000;6;2018;2018-06
9249;431;VMS 4;2018-06-11 09:44:46.573;Ingresso;Acquisto;2021-04-01 14:47:02.283;Nicola;2018-06-11;09:44:46.573000;6;2018;2018-06
9250;431;VMS 4;2018-06-11 09:33:58.763;Cambio ID del transponder;6601 -> ;2021-04-01 14:47:02.283;;2018-06-11;09:33:58.763000;6;2018;2018-06
9251;431;VMS 4;2018-06-11 09:28:54.003;Riforma;"Venduto; Altro";2021-04-01 14:47:02.283;Nicola;2018-06-11;09:28:54.003000;6;2018;2018-06
9252;513;VMS 4;2018-06-11 09:28:00.730;Note;Generale;2021-02-24 12:03:15.530;Nicola;2018-06-11;09:28:00.730000;6;2018;2018-06
9253;501;VMS 4;2018-06-11 09:27:51.683;Note;Generale;2021-02-09 09:11:09.720;Nicola;2018-06-11;09:27:51.683000;6;2018;2018-06
9254;461;VMS 4;2018-06-11 09:27:40.733;Note;Generale;2020-07-27 23:59:00.000;Nicola;2018-06-11;09:27:40.733000;6;2018;2018-06
9255;718;VMS 3;2018-06-11 09:27:15.837;Note;Generale;;Nicola;2018-06-11;09:27:15.837000;6;2018;2018-06
9256;637;VMS 3;2018-06-11 09:26:39.533;Note;Generale;;Nicola;2018-06-11;09:26:39.533000;6;2018;2018-06
9257;610;VMS 3;2018-06-11 09:26:29.443;Note;Generale;2021-04-07 13:48:47.687;Nicola;2018-06-11;09:26:29.443000;6;2018;2018-06
9258;864;VMS 2;2018-06-11 09:26:21.283;Note;Generale;;Nicola;2018-06-11;09:26:21.283000;6;2018;2018-06
9259;867;VMS 2;2018-06-11 09:26:12.127;Note;Generale;;Nicola;2018-06-11;09:26:12.127000;6;2018;2018-06
9260;866;VMS 2;2018-06-11 09:26:05.417;Note;Generale;;Nicola;2018-06-11;09:26:05.417000;6;2018;2018-06
9261;865;VMS 2;2018-06-11 09:25:52.627;Note;Generale;2022-03-16 15:12:45.340;Nicola;2018-06-11;09:25:52.627000;6;2018;2018-06
9262;863;VMS 2;2018-06-11 09:25:43.000;Note;Generale;;Nicola;2018-06-11;09:25:43;6;2018;2018-06
9263;431;VMS 4;2018-06-11 09:23:54.003;Cambio gruppo;4, VMS 4 -> ;2021-04-01 14:47:02.283;Nicola;2018-06-11;09:23:54.003000;6;2018;2018-06
9264;869;VMS 2;2018-06-10 17:41:11.857;Cambio ID del transponder; -> 9796;2020-01-17 11:13:44.147;;2018-06-10;17:41:11.857000;6;2018;2018-06
9265;869;VMS 2;2018-06-10 00:00:00.000;Parto;Normale;2020-01-17 11:13:44.147;Nicola;2018-06-10;00:00:00;6;2018;2018-06
9266;542;VMS 4;2018-06-09 10:05:30.180;Note;Generale;2021-04-01 14:47:02.283;Nicola;2018-06-09;10:05:30.180000;6;2018;2018-06
9267;513;VMS 4;2018-06-09 10:05:21.850;Note;Generale;2021-02-24 12:03:15.530;Nicola;2018-06-09;10:05:21.850000;6;2018;2018-06
